人生赢家,521.89100,2019-02-07 13:08:51
美爆,967.28100,2019-02-07 13:08:56
a w s l,792.96000,2019-02-07 13:08:57
我这个角色比较特殊,1240.42000,2019-02-07 13:08:59
啊转转,2746.57200,2019-02-07 13:09:05
awsl,805.50400,2019-02-07 13:09:14
这首曲子超悲壮的,2761.33200,2019-02-07 13:09:20
东月共荣,431.83700,2019-02-07 13:08:36
卧槽,500.76200,2019-02-07 13:09:45
历史伟人草,2230.15600,2019-02-07 13:09:49
草（中文）,1676.39600,2019-02-07 13:09:25
awsl,835.28500,2019-02-07 13:09:52
awsl,507.66800,2019-02-07 13:09:52
无法被拒绝的劝酒,2801.83200,2019-02-07 13:10:00
我永远喜欢八云紫,494.62200,2019-02-07 13:10:20
awsl,859.94700,2019-02-07 13:10:20
awsl,817.53600,2019-02-07 13:09:30
幕华祭！,1652.84200,2019-02-07 13:10:25
awsl,862.25100,2019-02-07 13:10:26
hhhh,262.86100,2019-02-07 13:10:26
我好了，你们呢？,1110.55800,2019-02-07 13:09:36
谋财害命组,1881.35000,2019-02-07 13:10:55
(*ﾟﾛﾟ)!!,2424.71900,2019-02-07 13:10:56
好会撩,2860.35200,2019-02-07 13:10:59
awsl,884.09600,2019-02-07 13:10:59
辛苦了,889.81300,2019-02-07 13:11:11
优雅不堪，，，,1591.22400,2019-02-07 13:11:15
秦心！（破音）,1155.39000,2019-02-07 13:11:18
23333333,2223.85900,2019-02-07 13:11:20
转瓜组！,2882.93200,2019-02-07 13:11:21
幺蛾子,1187.50400,2019-02-07 13:11:28
这个熟悉的步伐，是你！新宝岛,1265.94100,2019-02-07 13:11:31
awsl,867.11500,2019-02-07 13:10:38
有意见！把芳香给我,1148.58500,2019-02-07 13:10:49
政协2333,1252.78100,2019-02-07 13:12:02
一半男孩子，一般女孩子啦！,1237.83900,2019-02-07 13:12:07
做梦，小碗是正邪的！（破音）,1165.67300,2019-02-07 13:12:14
zun？,2007.48800,2019-02-07 13:12:18
awsl,959.46200,2019-02-07 13:12:38
辉针城,910.03700,2019-02-07 13:11:44
好时代来临了,1579.76000,2019-02-07 13:11:53
恋人已经再起不能了（,1992.29800,2019-02-07 13:11:53
新年快樂,1.37400,2019-02-07 13:11:55
承太郎的233333,2038.97600,2019-02-07 13:13:02
嫦娥啊！你TN的看到了吗！,1178.62200,2019-02-07 13:13:07
易者,1307.48700,2019-02-07 13:13:12
恋恋！,258.94400,2019-02-07 13:13:13
2333333333,2337.93000,2019-02-07 13:13:14
愉悦,452.52200,2019-02-07 13:13:18
赵总nb！！,764.34200,2019-02-07 13:13:41
我做东方鬼畜音MAD 好吗,1503.72900,2019-02-07 13:13:45
8888888888888888888,1499.63500,2019-02-07 13:12:50
⑨等了,1217.02200,2019-02-07 13:14:15
博丽神社,1027.17800,2019-02-07 13:14:40
超 勇 的,2155.87500,2019-02-07 13:14:46
23333,2213.08900,2019-02-07 13:14:50
主角组鸭啊啊啊（破音）,2357.43300,2019-02-07 13:13:48
嫦娥，看见了不？多好看啊,1196.90500,2019-02-07 13:13:49
〖东风谷早苗〗送出奇迹x2019,244.62800,2019-02-07 13:15:12
猝不及防，幻想乡的狂宴！,419.80800,2019-02-07 13:14:55
人活着就是为了椛椛！,462.92300,2019-02-07 13:15:47
666666,583.10000,2019-02-07 13:15:54
我这个角色比较特殊,1231.44400,2019-02-07 13:15:00
awsl,509.18400,2019-02-07 13:15:04
233333333,156.24700,2019-02-07 13:14:54
二刷,10.06900,2019-02-07 13:16:19
二刷,15.36000,2019-02-07 13:16:30
给我也整一个,20.99200,2019-02-07 13:16:47
一闪而过的觉大人,268.28600,2019-02-07 13:16:53
挺好听的,2562.69400,2019-02-07 13:16:59
四面处男,1312.31800,2019-02-07 13:17:03
硬核翻译,2151.78400,2019-02-07 13:16:15
早苗！awsl,246.39900,2019-02-07 13:16:17
春雪篇什么时候出啊,1704.99400,2019-02-07 13:17:27
二刷,9.98400,2019-02-07 13:17:34
幻想乡诵,1541.75300,2019-02-07 13:17:37
美铃：？？？,2286.55600,2019-02-07 13:17:40
二刷,2.47400,2019-02-07 13:17:46
再加上两个平胸少女，更gay了233,2610.39800,2019-02-07 13:17:47
真实，恐怖,533.15200,2019-02-07 13:17:08
姆Q一年的运动量,500.02300,2019-02-07 13:17:50
awsl,1438.24300,2019-02-07 13:17:51
男人女人还有变性人,1541.75300,2019-02-07 13:17:52
铃抄千！,2300.19600,2019-02-07 13:18:00
明示投币,677.54600,2019-02-07 13:18:06
是芳香  wsl,1144.21400,2019-02-07 13:17:05
清正廉直（搞大新闻）,2275.61600,2019-02-07 13:17:16
素质三连,0.68200,2019-02-07 13:17:17
上一届还没玩够的吗233,2191.46300,2019-02-07 13:17:05
看门美铃。。。。你接着睡吧,573.19500,2019-02-07 13:18:11
大杂烩,1458.98600,2019-02-07 13:18:12
西瓜,2666.58000,2019-02-07 13:18:43
真的吗？？？？,1678.18100,2019-02-07 13:18:48
一 转 攻 势,2331.31500,2019-02-07 13:18:50
快进草,1501.77200,2019-02-07 13:18:53
⑨等了,1216.13400,2019-02-07 13:19:03
西瓜转转这个组合好稀奇啊,2691.29800,2019-02-07 13:19:08
红美铃哈哈哈哈,2314.92200,2019-02-07 13:19:10
这个⑨有点特殊,1355.11300,2019-02-07 13:18:19
草根妖怪没有存在感,647.21100,2019-02-07 13:18:24
草（中国语,2315.67600,2019-02-07 13:18:24
这个好棒！！！,1196.98200,2019-02-07 13:18:24
今生无悔入东方,184.32000,2019-02-07 13:19:50
木 滑 稽,1652.13200,2019-02-07 13:19:52
awsl,1446.24900,2019-02-07 13:19:53
草,498.64500,2019-02-07 13:19:20
其实也没多少钱吧。。。。,666.67800,2019-02-07 13:20:14
是老乡长！awsl,2354.79800,2019-02-07 13:19:16
魂音泉赛高！,2367.95500,2019-02-07 13:19:33
画风八错,2801.76800,2019-02-07 13:20:58
草,1507.39100,2019-02-07 13:21:01
我方了,82.69200,2019-02-07 13:21:11
说话不看镜头的屑,1512.29800,2019-02-07 13:21:15
人妖频道？？？,608.38400,2019-02-07 13:21:20
ん?,14.20300,2019-02-07 13:21:25
是非常快乐的画风,2396.87000,2019-02-07 13:20:33
武汉人也想来一个,18.85800,2019-02-07 13:20:34
你们要的瓜子脸,2570.60800,2019-02-07 13:21:52
888888888888888888,1495.08300,2019-02-07 13:21:55
草,1690.41500,2019-02-07 13:22:03
混入了一个奇怪的东西,1229.24900,2019-02-07 13:22:14
福建有我！厦门你好！,1243.64800,2019-02-07 13:22:19
我超勇的,2158.05300,2019-02-07 13:21:34
awsl,289.70600,2019-02-07 13:21:39
妈耶,504.88900,2019-02-07 13:22:51
直接开花,1529.55700,2019-02-07 13:22:36
学霸求保佑,1748.20600,2019-02-07 13:23:24
福建有我！厦门你好！,1246.63400,2019-02-07 13:22:37
这个初音？？？？？,1274.34900,2019-02-07 13:23:37
草,1673.31000,2019-02-07 13:22:39
新年快乐!,641.45200,2019-02-07 13:22:40
2333333,498.36900,2019-02-07 13:22:42
一分不剩（一分没有）,675.02900,2019-02-07 13:22:44
原来如此,2907.88400,2019-02-07 13:22:45
纳尼！,14.59200,2019-02-07 13:22:50
秘封组,51.12100,2019-02-07 13:23:39
惊了,1668.99500,2019-02-07 13:24:04
等会，后边三剑客？？,1306.33400,2019-02-07 13:24:05
草,2287.49300,2019-02-07 13:23:46
awsl,865.92000,2019-02-07 13:23:39
还hhhhhhhh,625.26200,2019-02-07 13:25:05
你不是海南省唯一一个！我也是,1495.34500,2019-02-07 13:25:11
awsl,792.96000,2019-02-07 13:24:49
你在读稿是不是啊23333,1576.59800,2019-02-07 13:25:46
赞啊,1042.54300,2019-02-07 13:26:22
盛宴不上，今宵不眠,1026.34300,2019-02-07 13:26:28
水银灯草,1416.27200,2019-02-07 13:26:31
awsl！好听！,794.72100,2019-02-07 13:26:49
九十九呢,389.03000,2019-02-07 13:26:05
。。,1123.43500,2019-02-07 13:27:38
这是异变,1256.76100,2019-02-07 13:27:41
awsl,971.25600,2019-02-07 13:28:32
叫你跪在那,2618.53500,2019-02-07 13:28:35
awsl,497.94000,2019-02-07 13:28:35
四大天王,1313.14100,2019-02-07 13:28:46
啪啪啪啪,1559.90600,2019-02-07 13:28:57
掏出了一个大锤子,2052.81900,2019-02-07 13:28:17
龙姐啊啊啊啊！！！,1767.83900,2019-02-07 13:29:05
阿伟输了,2365.61900,2019-02-07 13:30:04
蓝蓝路,1344.12100,2019-02-07 13:29:22
没有搅基可不行（,2336.41800,2019-02-07 13:30:45
草！,2277.55300,2019-02-07 13:30:50
救了当自机,2099.62200,2019-02-07 13:30:51
萃香awsl,2665.06100,2019-02-07 13:30:52
好的，学霸,1763.66600,2019-02-07 13:31:00
太狠了8,2276.92100,2019-02-07 13:31:05
触，是触！,1165.62300,2019-02-07 13:31:15
这些是幻想乡中的网站，【同步直播】是连接二次元和三次元的形式 。届不到你质问的点 。,623.72400,2019-02-07 13:31:37
6666,1196.67200,2019-02-07 13:31:47
没救了吧,1981.36100,2019-02-07 13:31:32
配音不错,753.39300,2019-02-07 13:31:34
神仙mad,1112.80100,2019-02-07 13:32:23
开花 开花,1525.94100,2019-02-07 13:32:43
我这个角色比较特殊,1234.84000,2019-02-07 13:32:44
.0,666.98200,2019-02-07 13:32:56
可怕！,494.10200,2019-02-07 13:32:57
橙喵犬，磷犬,478.63000,2019-02-07 13:32:35
团长，你在干什么啊。。。。。。,1398.32600,2019-02-07 13:32:38
.awsl,654.64200,2019-02-07 13:32:40
。。,1452.09900,2019-02-07 13:33:57
倒是来个地址呀,1598.36200,2019-02-07 13:34:05
⑨等了,19.49100,2019-02-07 13:34:10
。。,1469.89900,2019-02-07 13:34:16
久 等 了,13.94700,2019-02-07 13:34:19
所以不用担心没有刀可以吃（翻译,1801.25500,2019-02-07 13:34:24
好看好听,990.31300,2019-02-07 13:33:34
awsl,793.18200,2019-02-07 13:35:24
为什么我这个武汉人买不到！,24.73300,2019-02-07 13:35:32
给我也整一个,30.94700,2019-02-07 13:34:41
我tm笑死,1246.92100,2019-02-07 13:36:23
啊啊啊兔子曲,140.11600,2019-02-07 13:36:27
笑出声hhhhhhhh,1224.44100,2019-02-07 13:35:44
车万nb,914.11400,2019-02-07 13:35:56
是宗教组！！！awsl,535.28100,2019-02-07 13:37:08
顶上去,1000.99100,2019-02-07 13:37:23
⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨,1237.33400,2019-02-07 13:37:26
日本原风景！！！,198.93900,2019-02-07 13:37:28
帮忙（捣乱）,726.82200,2019-02-07 13:37:39
⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨,1245.69400,2019-02-07 13:37:41
二面道中,2760.13800,2019-02-07 13:37:47
草,1529.89800,2019-02-07 13:38:24
虚假宣传，举报了,1669.75800,2019-02-07 13:38:31
他lei了,1504.98100,2019-02-07 13:37:54
有人,2517.79100,2019-02-07 13:38:46
⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨,1259.53400,2019-02-07 13:38:02
⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨⑨,1333.25400,2019-02-07 13:39:24
嗯？恍惚,2919.90700,2019-02-07 13:39:51
盛宴不止，今宵不眠,983.16800,2019-02-07 13:39:53
啊啊啊，所以偶像乡啥时候填,1770.13200,2019-02-07 13:40:32
开宴,1021.82400,2019-02-07 13:40:41
kksk,1759.76400,2019-02-07 13:40:04
江西的等等我,1498.03500,2019-02-07 13:40:50
嗯？,15.64600,2019-02-07 13:41:25
66666666,497.44500,2019-02-07 13:41:58
黑幕打分,1883.73200,2019-02-07 13:42:31
花（暴）钱（打）,691.86100,2019-02-07 13:42:15
按我说了,1028.59800,2019-02-07 13:42:29
这个紫苑有点皮啊,1945.15000,2019-02-07 13:43:45
这光,184.97000,2019-02-07 13:43:21
香山组，我记住了,2897.92600,2019-02-07 13:44:00
⑨等了,1215.43400,2019-02-07 13:44:15
那么答案只有一个了,1972.92600,2019-02-07 13:44:25
也给我整一个,57.16500,2019-02-07 13:45:07
中国心！,166.79900,2019-02-07 13:44:22
全员特殊,1249.67400,2019-02-07 13:45:10
草,2317.88300,2019-02-07 13:45:24
众神眷恋的幻想乡,236.96900,2019-02-07 13:45:27
懂？懂什么啊,2836.49000,2019-02-07 13:46:19
死灵夜樱,270.26000,2019-02-07 13:46:22
牵手啊！,303.33300,2019-02-07 13:45:34
awsl,802.87000,2019-02-07 13:45:41
魔理沙，这是异变啊！,669.48300,2019-02-07 13:45:45
太惨了,1309.25900,2019-02-07 13:47:13
你根本就没有钱,673.52100,2019-02-07 13:47:14
教主！！！！,1349.55300,2019-02-07 13:47:20
我不做巫女了,693.06600,2019-02-07 13:47:34
摩托车草,308.68800,2019-02-07 13:47:37
⑨⑨⑨⑨⑨⑨,1224.45800,2019-02-07 13:46:51
马上睡觉,720.13300,2019-02-07 13:48:01
太魔鬼了,735.05700,2019-02-07 13:48:16
广西人！！！,1333.32600,2019-02-07 13:48:21
噗,454.05500,2019-02-07 13:48:35
摸鱼,709.24600,2019-02-07 13:47:50
这TM怎么选？恋人有点惨,2155.71000,2019-02-07 13:47:56
花钱（物理）,698.52400,2019-02-07 13:47:56
阿我死了,186.98100,2019-02-07 13:47:56
2333333,2013.69600,2019-02-07 13:49:07
awsl,831.92100,2019-02-07 13:49:14
awsl,796.92600,2019-02-07 13:49:18
黑魅灵,1279.10200,2019-02-07 13:49:20
高潮脸awsl,2241.68400,2019-02-07 13:49:35
可是你赛钱箱根本没钱啊,693.46000,2019-02-07 13:49:49
神灵庙！！！,268.39200,2019-02-07 13:49:49
新年快乐,403.23800,2019-02-07 13:50:21
贵阳的后悔没去啊啊啊啊啊啊啊,1468.12200,2019-02-07 13:50:27
草,1679.65800,2019-02-07 13:50:31
幻想郷楽園化計画,48.56400,2019-02-07 13:50:32
为什么句尾是喵啊,428.66200,2019-02-07 13:50:41
卧槽大制作,495.62500,2019-02-07 13:51:45
会展城中指楼（确信）,1474.49600,2019-02-07 13:51:01
这是服务器吗,246.23900,2019-02-07 13:51:51
做的很棒,395.53900,2019-02-07 13:51:56
好漂亮呀,601.22600,2019-02-07 13:51:14
666666666666666666,496.21100,2019-02-07 13:52:29
毫无违和,451.64500,2019-02-07 13:52:52
永江电力有限公司,1026.30700,2019-02-07 13:53:00
果然是服务器,319.07300,2019-02-07 13:53:04
wdnmd,1421.34900,2019-02-07 13:53:41
233333,522.77100,2019-02-07 13:54:04
东方嘉年华,522.61600,2019-02-07 13:54:11
模组好评,338.33800,2019-02-07 13:53:23
真实魔鬼,725.70500,2019-02-07 13:53:24
来晚了,46.07200,2019-02-07 13:54:14
添乱啊,726.61800,2019-02-07 13:54:36
红魔馆亮灯啦,413.36300,2019-02-07 13:54:38
太秀了,1142.81300,2019-02-07 13:54:42
233333333,535.14400,2019-02-07 13:54:16
此时无悔入东方，来世愿生幻想乡,88.73000,2019-02-07 13:54:55
6666666666666,623.99300,2019-02-07 13:55:04
摸多了门业,951.38000,2019-02-07 13:55:05
⑨等了,1220.45200,2019-02-07 13:55:14
rap好难yo,2526.52600,2019-02-07 13:54:26
画风巨触,1130.94600,2019-02-07 13:54:30
想起幻灯花,2590.67600,2019-02-07 13:55:37
喵？,438.19700,2019-02-07 13:55:42
2333,595.28000,2019-02-07 13:55:43
写在手上的吗,619.69600,2019-02-07 13:56:07
看不到脸的鵺,546.62900,2019-02-07 13:56:20
准备到虚拟Vtober模型环节,478.09700,2019-02-07 13:56:22
这TM是五岁？！,2112.93700,2019-02-07 13:55:34
只有一分吗,675.49300,2019-02-07 13:57:03
番剧式的op,510.80400,2019-02-07 13:57:05
草（赞赏）,627.51600,2019-02-07 13:58:09
芳香！,1143.90200,2019-02-07 13:58:22
！！！太优秀了,1200.61100,2019-02-07 13:58:23
awsl,842.23500,2019-02-07 13:58:24
好听,810.90600,2019-02-07 13:59:19
幻想嘉年馆,434.04300,2019-02-07 13:58:40
灵梦你怎么穿着影狼的衣服啊,616.54400,2019-02-07 13:59:36
转转很傻很温柔呢,2766.52600,2019-02-07 13:58:49
awsl,510.08300,2019-02-07 14:00:01
斯巴拉西,2836.96900,2019-02-07 14:00:03
要不开个20万助攻,2.29100,2019-02-07 14:00:04
花光钱（指打一顿）,686.46600,2019-02-07 14:00:05
椛椛～,462.80500,2019-02-07 14:00:37
往后慢慢看,41.15500,2019-02-07 14:00:45
awsl,383.88200,2019-02-07 13:59:52
大小姐！！！,282.80500,2019-02-07 14:01:10
草,713.50600,2019-02-07 14:01:12
哇,935.13000,2019-02-07 14:01:23
蓝 草,727.52700,2019-02-07 14:01:27
教授为什么不卖草莓（,36.40000,2019-02-07 14:01:41
吹爆！,1198.56400,2019-02-07 14:02:23
这小女孩这么nb？？？？,2165.54600,2019-02-07 14:02:25
惊了,2144.31500,2019-02-07 14:01:52
是紫妈装年轻↑（大雾）,50.52400,2019-02-07 14:03:17
两开花两开花,1655.17300,2019-02-07 14:03:19
草，祭中祭,1699.39800,2019-02-07 14:03:22
学霸,1751.43200,2019-02-07 14:03:26
哇,1668.80200,2019-02-07 14:03:33
太魔鬼了这个广告,1681.67700,2019-02-07 14:03:46
我这个人物比较特殊,1236.46200,2019-02-07 14:03:56
完全动摇,2251.56200,2019-02-07 14:03:57
很好a,1649.27900,2019-02-07 14:03:14
66666666666666666,1200.70200,2019-02-07 14:02:58
我这个角色比较特殊,1258.60200,2019-02-07 14:04:05
一转攻势,2277.67400,2019-02-07 14:04:32
四刷了,67.06100,2019-02-07 14:04:36
星莲快乐,1140.85000,2019-02-07 14:04:41
草,2288.59700,2019-02-07 14:04:46
23333333333,1240.58200,2019-02-07 14:04:06
2333,1676.70200,2019-02-07 14:04:52
这   是   好   的,1630.54800,2019-02-07 14:04:08
kksk,1131.32600,2019-02-07 14:04:08
23333333333,2336.21300,2019-02-07 14:05:44
赞赞赞,1197.89300,2019-02-07 14:05:46
漫才啊啊啊！,1864.91000,2019-02-07 14:05:13
aaaaaaawwwwwssssllll,1040.31200,2019-02-07 14:06:11
2333333,2316.33000,2019-02-07 14:05:20
啊啊赤蛮奇,1167.31300,2019-02-07 14:06:33
6666666666,1381.37700,2019-02-07 14:06:39
awyyyysl,888.82300,2019-02-07 14:06:39
这就是青春啊,1258.35200,2019-02-07 14:06:46
神仙的世界,239.79900,2019-02-07 14:07:12
久 等 了,14.29500,2019-02-07 14:07:14
久  等  了,38.31400,2019-02-07 14:07:15
相声啊我的天,1921.93600,2019-02-07 14:07:46
超级suki,117.12000,2019-02-07 14:08:05
awsl,596.47900,2019-02-07 14:08:13
蓝蓝路,1352.72000,2019-02-07 14:08:20
awsl,811.80300,2019-02-07 14:07:25
啊！心绮楼！awsl,346.76400,2019-02-07 14:07:25
七旋樱（确信）,1057.87600,2019-02-07 14:07:35
8888888888888888888,1494.05700,2019-02-07 14:08:47
救妈,1983.43400,2019-02-07 14:08:48
我真是嗨到不行,6.89000,2019-02-07 14:08:52
恋人,1994.08400,2019-02-07 14:08:58
不会游泳怎么办,2001.47300,2019-02-07 14:09:06
以上公司均已破产,1027.52300,2019-02-07 14:09:10
此世无悔入东方 来世愿生幻想乡,916.42000,2019-02-07 14:09:17
ok,1971.39400,2019-02-07 14:08:36
鬼屋,1961.38700,2019-02-07 14:08:26
8888888888,1496.45400,2019-02-07 14:09:49
其实就是没钱,667.00400,2019-02-07 14:09:55
大叔,2059.81000,2019-02-07 14:10:04
很棒,2653.61500,2019-02-07 14:09:33
大叔啊,2079.36700,2019-02-07 14:10:24
大叔,2031.20400,2019-02-07 14:09:35
老婆的舞真好看,386.84900,2019-02-07 14:11:04
香港好棒,1490.35200,2019-02-07 14:10:38
厄瓜多尔2333,2879.03800,2019-02-07 14:11:13
买爆,1533.95700,2019-02-07 14:11:22
大叔,2139.64100,2019-02-07 14:11:24
大叔呀,2153.57600,2019-02-07 14:11:38
